customer_id,age,distinct_stores_visited,educ_years,kids_home,number_complaints,percentage_of_products_bought_promotion,spend_alcohol_drinks,spend_electronics,spend_fish,spend_groceries,spend_hygiene,spend_meat,spend_nonalcohol_drinks,spend_petfood,spend_vegetables,spend_videogames,teens_home,total_distinct_products,typical_hour,years_as_customer
48086,0.24994962238726612,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,0.4711266095839729,0.09654089496754815,-0.717336164432561,-0.649294450676071,12.010016401433191,2.041885056288536,-1.1441792176150807,-0.9175664414082172,-0.735276555870388,-0.6913886175940029,-0.6645617515237058,-0.7975995089397858,-1.0088556453876512,-0.9072219593610458,-1.4305784186534718,0.07350754200328559
31838,0.4164915187925887,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,0.4711266095839729,-1.4184321019418549,-0.8737459794206052,-0.630990952661964,11.298784590675991,1.789636053331671,-1.118142393159707,-0.9971794547137814,0.006482511013772422,-0.6913886175940029,-0.4344037845554185,-0.7975995089397858,-1.0088556453876512,-0.8829166087461776,-0.991789693921801,0.07350754200328559
41519,0.8050892770716747,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,-1.1298545163819005,0.8978168353539782,-0.7860038880858486,-0.6100251276639869,9.476332996481172,1.972793598114304,-1.053735511612204,-0.9160921263470031,-0.773315482377268,-0.6913886175940029,-1.0961079395892444,-0.7975995089397858,-1.0088556453876512,-0.8610417931927963,-0.991789693921801,-0.7855850891211656
41076,1.5822847936298468,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,-1.1298545163819005,0.28156212049844254,-0.8050782557673175,-0.5467948617970716,8.328029929131363,2.0662191547649944,-1.1469199359788043,-0.7863524009601576,-0.901696859337988,-0.6913886175940029,-0.13391977212459907,-0.7975995089397858,-1.0088556453876512,-0.8586112581313095,-0.3336066068242949,0.2882806997843984
43120,-0.47173192870246505,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,0.4711266095839729,0.8811272949138235,-0.732595658577736,-0.5990430288555226,9.637197724624386,2.4649072860534065,-1.2291414868905102,-0.9382068522652154,-0.4594943386955078,-0.6913886175940029,-0.4471903382758789,-0.7975995089397858,-1.0088556453876512,-0.8926387489921249,-0.991789693921801,0.07350754200328559
3647,1.0271451389454382,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,-1.1298545163819005,1.1681007262762617,-0.8088931293036112,-0.6226711808373698,8.814716062130625,1.7915914719592438,-1.1071795197048129,-0.905771920918504,-0.963510114911668,-0.6913886175940029,1.1063759387600598,-0.7975995089397858,-1.0088556453876512,-0.8950692840536117,-1.035668566394968,0.7178270153466241
29825,0.027893760513502692,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,0.4711266095839729,-1.1841729510979564,-0.780281577781408,-0.6406418879784932,10.804681800894292,1.3807362914326025,-1.1099202380685365,-0.9028232907960757,-0.9444906516582281,-0.6913886175940029,-1.11848440860005,-0.7975995089397858,-1.0088556453876512,-0.9193746346684799,0.7633652050048819,-0.5708119313400528
637,0.47200548426102956,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,0.4711266095839729,0.3189972544015609,-0.6753725555333295,-0.6180121086155972,8.347722431622662,1.3229428075510126,-1.223660050163063,-0.9175664414082172,-0.963510114911668,-0.6913886175940029,-1.3358558218478769,-0.7975995089397858,-1.0088556453876512,-0.8537501880083358,0.7633652050048819,0.07350754200328559
22356,0.24994962238726612,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,-1.1298545163819005,0.9078903937333883,-0.9347839560013054,-0.6220055990914024,8.81190284748901,1.666444679794598,-1.1578828094336984,-0.9028232907960757,-0.37390675405502777,-0.6913886175940029,-1.3486423755683372,-0.7975995089397858,-1.0088556453876512,-0.878055538623204,-0.7723953315559656,0.2882806997843984
25919,-0.5272458941709058,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,-1.1298545163819005,0.48721403217821857,-0.892820347102074,-0.629659789170029,10.621822849189368,1.9041366774128663,-1.212697176708169,-0.9735904137343551,-0.744786287497108,-0.6913886175940029,-1.1760239003421218,-0.7975995089397858,-1.0088556453876512,-0.8829166087461776,0.7633652050048819,0.2882806997843984
17763,0.8606032425401156,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,0.4711266095839729,1.0122156367140198,-0.8241526234487863,-0.6369811883756717,8.475340077637707,1.0100758271393977,-1.1441792176150807,-0.896926030551219,-0.3453775591748678,-0.6913886175940029,1.2534213065453546,-0.7975995089397858,-1.0088556453876512,-0.878055538623204,-1.6499727810193072,-0.35603877355894004
6153,-1.1378995143237554,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,-1.1298545163819005,3.001426367502364,-0.8241526234487863,-0.6190104812345485,8.657943282557031,1.661012961384674,-1.1647346053430072,-0.8497479485923661,-0.3263580959214278,-0.6913886175940029,0.3391827155324358,-0.7975995089397858,-1.0088556453876512,-0.8829166087461776,0.7633652050048819,-0.14126561577782723
5019,-0.41621796323402416,-0.6474203726080768,-0.505946561668957,-0.8725194283870384,0.4711266095839729,0.6874458891081184,-0.8794682897250459,-0.5241650824341756,10.352777230736805,2.3052147648016446,-1.0496244340666188,-0.9367325372040012,0.025501974267212433,-0.6913886175940029,-1.022585255696597,-0.7975995089397858,-1.0088556453876512,-0.9047914242995589,-1.6499727810193072,0.07350754200328559
