customer_id,kids_home,teens_home,number_complaints,distinct_stores_visited,spend_groceries,spend_electronics,typical_hour,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,spend_petfood,total_distinct_products,percentage_of_products_bought_promotion,age,loyalty_member,years_as_customer,educ_years,gender_binary,frequency,monetary,spend_groceries_proportion,spend_electronics_proportion,spend_vegetables_proportion,spend_nonalcohol_drinks_proportion,spend_alcohol_drinks_proportion,spend_meat_proportion,spend_fish_proportion,spend_hygiene_proportion,spend_videogames_proportion,spend_petfood_proportion
48086,0.0,0.0,1.0,1.0,14998.0,49.0,7.0,249.0,289.0,118.0,87.0,48432.0,82.0,0.0,0.0,14.0,0.2477002077933338,57,0,13.0,12,1,0.0,64304.0,0.23323587957203284,0.0007620054739985071,0.0038722318984822095,0.00449427718337895,0.0018350335904453844,0.0013529484946504106,0.7531724309529734,0.001275192834038318,0.0,0.0
31838,0.0,0.0,1.0,1.0,13837.0,104.0,9.0,321.0,445.0,36.0,33.0,45651.0,101.0,0.0,0.0,24.0,-0.0389933314896924,60,1,13.0,12,0,9.0,60528.0,0.22860494316679883,0.001718213058419244,0.005303330689928628,0.007351969336505419,0.0005947660586835844,0.0005452022204599524,0.7542129262490087,0.0016686492201956119,0.0,0.0
41519,0.0,0.0,0.0,1.0,14680.0,167.0,9.0,114.0,281.0,82.0,88.0,38525.0,148.0,0.0,0.0,33.0,0.3993336928523802,67,0,9.0,12,0,4.0,54085.0,0.2714246094111121,0.003087732273273551,0.002107793288342424,0.0051955255616159745,0.0015161320144217436,0.0016270685032818712,0.7123047055560692,0.002736433391883147,0.0,0.0
41076,0.0,0.0,0.0,1.0,15110.0,357.0,12.0,415.0,254.0,72.0,176.0,34035.0,80.0,0.0,0.0,34.0,0.2827136305395791,81,0,14.0,12,0,1.0,50499.0,0.29921384581872906,0.007069446919740985,0.008217984514544842,0.005029802570347928,0.0014257708073427196,0.0034852175290599812,0.673973742054298,0.0015841897859363552,0.0,0.0
43120,0.0,0.0,1.0,1.0,16945.0,200.0,9.0,317.0,347.0,110.0,73.0,39154.0,20.0,0.0,0.0,20.0,0.3961753636758495,44,0,13.0,12,0,0.0,57166.0,0.2964174509323724,0.0034985830738550887,0.005545254172060316,0.006070041633138579,0.0019242206906202987,0.0012769828219571073,0.6849176083686107,0.00034985830738550885,0.0,0.0
3647,0.0,0.0,0.0,1.0,13846.0,129.0,,803.0,241.0,70.0,95.0,35938.0,109.0,0.0,0.0,19.0,0.4504822251745908,71,1,16.0,12,1,0.0,51231.0,0.2702660498526283,0.002518006675645605,0.01567410357010404,0.004704183014190627,0.0013663602115906385,0.0018543460014444379,0.7014893326306338,0.0021276180437625656,0.0,0.0
29825,0.0,0.0,1.0,1.0,11955.0,75.0,17.0,107.0,245.0,85.0,97.0,43719.0,107.0,0.0,0.0,9.0,0.0053378778466347,53,1,10.0,12,0,2.0,56390.0,0.21200567476502927,0.0013300230537329314,0.0018974995566589821,0.0043447419755275754,0.0015073594608973223,0.0017201631494945912,0.7752970384820004,0.0018974995566589821,0.0,0.0
637,0.0,0.0,1.0,1.0,11689.0,143.0,17.0,39.0,241.0,140.0,87.0,34112.0,24.0,0.0,0.0,36.0,0.2897978564987965,61,1,13.0,12,0,3.0,46475.0,0.2515115653577192,0.003076923076923077,0.0008391608391608392,0.005185583647122109,0.003012372243141474,0.0018719741796664874,0.733986013986014,0.0005164066702528241,0.0,0.0
22356,0.0,0.0,0.0,1.0,13270.0,131.0,10.0,35.0,365.0,4.0,97.0,35927.0,72.0,0.0,0.0,26.0,0.4012400133682303,57,1,14.0,12,1,2.0,49901.0,0.265926534538386,0.002625197891825815,0.0007013887497244544,0.007314482675697882,8.015871425422337e-05,0.0019438488206649166,0.7199655317528707,0.0014428568565760206,0.0,0.0
25919,0.0,0.0,0.0,1.0,14364.0,108.0,17.0,89.0,287.0,26.0,49.0,43004.0,32.0,0.0,0.0,24.0,0.3216312050046513,43,1,14.0,12,1,3.0,57959.0,0.24783036284269916,0.0018633861867872116,0.0015355682465190911,0.0049517762556289795,0.00044859297089321765,0.0008454252143756793,0.7419727738573819,0.0005521144257147293,0.0,0.0
17763,0.0,0.0,1.0,1.0,10249.0,86.0,6.0,849.0,371.0,62.0,101.0,34611.0,82.0,0.0,0.0,26.0,0.4209825257481176,68,1,11.0,12,0,1.0,46411.0,0.22083126844929005,0.0018530089849389153,0.018293077072245804,0.007993794574562065,0.0013358901984443343,0.0021762082264980285,0.7457499299734976,0.0017668225205231518,0.0,0.0
6153,0.0,0.0,0.0,1.0,13245.0,140.0,17.0,563.0,375.0,62.0,133.0,35325.0,67.0,0.0,0.0,24.0,0.7974208292379518,32,1,12.0,12,0,1.0,49910.0,0.26537767982368266,0.002805049088359046,0.011280304548186735,0.007513524343818874,0.0012422360248447205,0.002664796633941094,0.7077739931877379,0.0013424163494289722,0.0,0.0
