customer_id,kids_home,teens_home,number_complaints,distinct_stores_visited,spend_groceries,spend_electronics,typical_hour,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,spend_petfood,total_distinct_products,percentage_of_products_bought_promotion,age,loyalty_member,years_as_customer,educ_years,gender_binary,frequency,monetary,spend_groceries_proportion,spend_electronics_proportion,spend_vegetables_proportion,spend_nonalcohol_drinks_proportion,spend_alcohol_drinks_proportion,spend_meat_proportion,spend_fish_proportion,spend_hygiene_proportion,spend_videogames_proportion,spend_petfood_proportion,has_offspring,has_complaints,has_educ
43460,1.0,0.0,1.0,2.0,5015.0,1334.0,8.0,344.0,374.0,1217.0,1068.0,1925.0,2115.0,1028.0,1987.0,2566.0,0.2062268755903822,36,0,10.0,12,0,2.0,16407.0,0.30566221734625465,0.08130675931005059,0.020966660571707197,0.022795148412263058,0.07417565673188273,0.06509416712378863,0.11732796976900103,0.12890839275918814,0.06265618333638082,0.12110684463948315,1,0,0
23937,0.0,1.0,1.0,3.0,3097.0,4073.0,10.0,301.0,852.0,1731.0,446.0,2347.0,1306.0,1504.0,2018.0,1282.0,0.1361682157061046,55,1,15.0,12,0,9.0,17675.0,0.17521923620933522,0.23043847241867044,0.01702970297029703,0.0482036775106082,0.09793493635077793,0.025233380480905232,0.1327864214992928,0.07388967468175389,0.08509193776520509,0.11417256011315417,1,0,0
15019,1.0,0.0,0.0,3.0,5164.0,448.0,7.0,411.0,598.0,1202.0,1931.0,,2410.0,817.0,2170.0,903.0,0.3834562613322854,61,1,19.0,12,0,1.0,15151.0,0.34083558841000594,0.02956900534618177,0.027126922315358723,0.03946934195762656,0.07933469737971091,0.1274503333113326,,0.1590654082238796,0.05392383341033595,0.14322486964556794,1,0,0
42461,1.0,1.0,1.0,2.0,1996.0,2138.0,9.0,295.0,950.0,456.0,1433.0,1677.0,2279.0,1237.0,2052.0,1014.0,0.2504348834297896,76,0,16.0,12,0,1.0,14513.0,0.13753186798043135,0.14731619926962033,0.02032660373458279,0.06545855439950389,0.03142010611176187,0.09873906153104113,0.11555157445049266,0.15703162681733618,0.08523392820230138,0.1413904775029284,1,0,0
18510,0.0,0.0,0.0,2.0,3338.0,580.0,10.0,268.0,746.0,700.0,1458.0,2071.0,2105.0,1218.0,2317.0,1051.0,0.1392924351246277,54,1,19.0,12,0,4.0,14801.0,0.22552530234443618,0.03918654144990203,0.018106884669954734,0.050401999864873995,0.047294101749881766,0.09850685764475374,0.1399229781771502,0.14222012026214445,0.08229173704479427,0.15654347679210864,0,0,0
35254,0.0,0.0,1.0,2.0,4832.0,2186.0,8.0,216.0,593.0,560.0,1022.0,1980.0,1742.0,1019.0,2418.0,727.0,0.22850994624073,74,1,16.0,12,1,0.0,16568.0,0.29164654756156444,0.13194109126026074,0.013037180106228875,0.03579188797682279,0.03380009657170449,0.061685176243360694,0.11950748430709802,0.10514244326412361,0.06150410429744085,0.14594398841139547,0,0,0
49813,1.0,1.0,1.0,2.0,4100.0,4080.0,7.0,405.0,473.0,1312.0,1307.0,1650.0,1922.0,1280.0,1926.0,21.0,0.2388454262249015,73,0,23.0,12,0,0.0,18455.0,0.22216201571389868,0.22107829856407477,0.021945272283933892,0.02562991059333514,0.07109184502844758,0.0708209157409916,0.08940666486047141,0.1041452180980764,0.06935789758872934,0.10436196152804118,1,0,0
22350,1.0,1.0,2.0,2.0,7082.0,1301.0,11.0,199.0,235.0,1563.0,878.0,1878.0,1734.0,929.0,2030.0,1972.0,0.3166292663051073,34,1,11.0,12,1,3.0,17829.0,0.3972180155925739,0.07297100229962421,0.01116159066689102,0.013180772898087386,0.08766616187110887,0.049245611083066916,0.10533400639407707,0.09725727746929161,0.05210611924392843,0.1138594424813506,1,0,0
39132,1.0,1.0,1.0,3.0,4672.0,2375.0,8.0,394.0,942.0,733.0,941.0,2458.0,2265.0,1253.0,2496.0,0.0,0.4427329931397319,37,1,19.0,12,0,9.0,18529.0,0.2521452857682552,0.12817745156241567,0.021263964596038642,0.05083922499865076,0.03955960926115819,0.05078525554536133,0.13265691618543904,0.12224081170057748,0.06762372497166604,0.1347077554104377,1,0,0
46314,1.0,1.0,1.0,1.0,6384.0,4439.0,12.0,323.0,803.0,785.0,1057.0,2727.0,2506.0,1121.0,1791.0,1593.0,0.2144702234327338,67,0,23.0,12,1,0.0,21936.0,0.2910284463894967,0.20236141502552882,0.014724653537563822,0.03660649161196207,0.03578592268417214,0.048185630926331144,0.12431619256017505,0.11424142961342086,0.05110320933625091,0.08164660831509847,1,0,0
20325,1.0,0.0,1.0,2.0,5662.0,762.0,7.0,361.0,347.0,884.0,1451.0,1329.0,1728.0,952.0,1822.0,2023.0,0.1886031853012966,78,1,17.0,12,0,0.0,15298.0,0.37011374035821676,0.0498104327363054,0.023597855928879592,0.02268270362138842,0.057785331415871354,0.09484899986926396,0.086874101189698,0.1129559419531965,0.062230356909399924,0.1191005360177801,1,0,0
21840,2.0,1.0,0.0,2.0,5497.0,564.0,6.0,350.0,357.0,13.0,1181.0,1508.0,2261.0,986.0,1799.0,1383.0,0.233368629998878,29,1,6.0,12,1,4.0,14516.0,0.3786855883163406,0.03885367869936621,0.024111325434003857,0.024593551942683936,0.0008955635161201433,0.08135850096445302,0.10388536786993662,0.15575916230366493,0.06792504822265087,0.12393221273077983,1,0,0
22643,1.0,1.0,2.0,2.0,4125.0,2224.0,7.0,384.0,601.0,807.0,849.0,1319.0,2328.0,1001.0,1738.0,1743.0,0.0284573541562302,78,1,21.0,12,0,5.0,15376.0,0.2682752341311134,0.14464099895941726,0.02497398543184183,0.03908688865764828,0.0524843912591051,0.0552159209157128,0.08578303850156087,0.1514047866805411,0.06510145681581686,0.11303329864724246,1,0,0
39703,0.0,1.0,1.0,3.0,4903.0,3139.0,8.0,328.0,279.0,381.0,1319.0,2069.0,2727.0,937.0,2126.0,78.0,0.2445801702677538,74,1,14.0,12,1,2.0,18208.0,0.26927724077328646,0.17239674868189805,0.018014059753954304,0.015322934973637962,0.02092486818980668,0.07244068541300527,0.11363137082601055,0.14976933216168717,0.05146089630931459,0.11676186291739894,1,0,0
5338,1.0,1.0,1.0,1.0,3205.0,3427.0,9.0,393.0,585.0,702.0,756.0,2359.0,2500.0,775.0,2313.0,123.0,0.2295491710322346,37,1,10.0,15,1,6.0,17015.0,0.18836320893329414,0.20141052012929767,0.023097267117249486,0.034381428151630915,0.0412577137819571,0.044431384072876876,0.138642374375551,0.14692918013517484,0.0455480458419042,0.13593887746106376,1,0,1
14456,1.0,0.0,1.0,1.0,5938.0,399.0,14.0,274.0,947.0,1068.0,169.0,2045.0,2412.0,1273.0,1830.0,129.0,0.2902935942391986,38,1,19.0,17,1,0.0,16355.0,0.3630693977376949,0.024396209110363803,0.016753286456741057,0.05790278202384592,0.06530113115255273,0.010333231427697952,0.1250382146132681,0.1474778355243045,0.07783552430449404,0.11189238764903699,1,0,1
