customer_id,kids_home,teens_home,number_complaints,distinct_stores_visited,spend_groceries,spend_electronics,typical_hour,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,spend_petfood,total_distinct_products,percentage_of_products_bought_promotion,age,loyalty_member,years_as_customer,educ_years,gender_binary,frequency,monetary,spend_groceries_proportion,spend_electronics_proportion,spend_vegetables_proportion,spend_nonalcohol_drinks_proportion,spend_alcohol_drinks_proportion,spend_meat_proportion,spend_fish_proportion,spend_hygiene_proportion,spend_videogames_proportion,spend_petfood_proportion
9042,0.0,0.0,0.0,2.0,5852.0,6564.0,13.0,395.0,349.0,644.0,594.0,538.0,881.0,1173.0,393.0,874.0,0.0798068983351388,32,1,7.0,17,0,2.0,17383.0,0.3366507507334752,0.3776103089225105,0.022723350399815913,0.020077086808951275,0.03704769027210493,0.034171316803773805,0.030949778519242938,0.05068170051199448,0.06747972156704826,0.022608295461082666
35051,1.0,,0.0,1.0,7279.0,5624.0,6.0,332.0,273.0,435.0,610.0,819.0,571.0,1318.0,1058.0,939.0,0.3781429768500193,33,0,7.0,12,1,2.0,18319.0,0.3973470167585567,0.30700365740488017,0.01812326000327529,0.014902560183416125,0.023745837654893825,0.033298760849391346,0.044707680550248374,0.031169823680331894,0.0719471586877013,0.057754244227304984
16781,0.0,0.0,0.0,1.0,8721.0,3747.0,13.0,202.0,375.0,482.0,840.0,982.0,837.0,763.0,435.0,1020.0,0.1182744238143324,27,1,8.0,17,1,1.0,17384.0,0.5016682006442706,0.21554302807179015,0.011619880349746894,0.021571560055223194,0.027726645190980212,0.04832029452369995,0.056488725264611135,0.04814772204325817,0.04389093419236079,0.025023009664058904
14887,0.0,0.0,0.0,,4836.0,1710.0,16.0,231.0,269.0,496.0,864.0,1552.0,711.0,1159.0,890.0,830.0,0.2650300852853803,33,1,8.0,15,0,4.0,12718.0,0.38024846674005347,0.13445510300361693,0.018163233212769303,0.021151124390627458,0.03899984274256959,0.0679352099386696,0.12203176600094355,0.05590501651203019,0.09113068092467369,0.06997955653404624
23396,0.0,0.0,0.0,2.0,2701.0,5405.0,19.0,558.0,459.0,413.0,571.0,901.0,494.0,934.0,907.0,242.0,0.1314629348453168,26,1,9.0,15,1,2.0,13343.0,0.2024282395263434,0.4050813160458667,0.04181968073146968,0.03440005995653152,0.03095255939443903,0.04279397436858278,0.06752604361837668,0.03702315821029754,0.06999925054335607,0.06797571760473657
10776,0.0,0.0,0.0,1.0,3114.0,2334.0,15.0,286.0,301.0,496.0,612.0,1437.0,1069.0,1066.0,520.0,593.0,0.2832705141714422,28,1,7.0,17,1,1.0,11235.0,0.27716955941255006,0.20774365821094792,0.025456163773920782,0.02679127725856698,0.04414775255896751,0.054472630173564754,0.12790387182910548,0.09514908767245216,0.09488206497552291,0.046283934134401426
28688,0.0,0.0,0.0,,3690.0,4117.0,8.0,225.0,265.0,629.0,648.0,907.0,163.0,744.0,482.0,600.0,0.3949094889132427,31,0,8.0,12,1,3.0,11870.0,0.3108677337826453,0.3468407750631845,0.018955349620893007,0.02232518955349621,0.05299073294018534,0.05459140690817186,0.07641112047177759,0.013732097725358045,0.06267902274641954,0.040606571187868576
18565,0.0,0.0,0.0,1.0,7238.0,4325.0,10.0,,154.0,411.0,672.0,1075.0,691.0,1291.0,505.0,371.0,0.0883137702089037,26,1,4.0,20,0,1.0,16362.0,0.44236645886810905,0.264331988754431,,0.009412052316342746,0.025119178584525118,0.04107077374404107,0.06570101454589904,0.042232000977875564,0.07890233467791223,0.030864197530864196
28137,0.0,0.0,0.0,4.0,6222.0,5912.0,17.0,141.0,372.0,532.0,625.0,686.0,751.0,992.0,336.0,102.0,0.182273204477609,31,0,4.0,12,0,3.0,16569.0,0.37552055042549337,0.3568109119439918,0.008509867825457179,0.022451566177801918,0.03210815378115758,0.03772104532560806,0.04140261934938741,0.04532560806325065,0.05987084314080512,0.020278833967046894
27752,0.0,0.0,0.0,1.0,5404.0,3101.0,,476.0,284.0,325.0,561.0,804.0,643.0,665.0,837.0,547.0,0.4148080333626782,27,0,7.0,12,0,0.0,13100.0,0.4125190839694656,0.2367175572519084,0.03633587786259542,0.0216793893129771,0.02480916030534351,0.04282442748091603,0.061374045801526715,0.04908396946564886,0.05076335877862596,0.06389312977099236
27379,0.0,0.0,0.0,1.0,6442.0,4295.0,9.0,461.0,384.0,507.0,1005.0,,742.0,813.0,972.0,824.0,0.1445652958600697,31,0,4.0,12,0,4.0,15621.0,0.4123935727546252,0.27495038729914856,0.029511554958069265,0.024582293067025158,0.03245630881505666,0.0643364701363549,,0.04750016004097049,0.05204532360284233,0.06222392932590743
39798,0.0,0.0,0.0,1.0,2934.0,4600.0,9.0,178.0,278.0,389.0,499.0,1071.0,603.0,1432.0,893.0,632.0,0.1571911078839952,30,0,6.0,12,1,4.0,12877.0,0.22784810126582278,0.35722606197095597,0.013823095441484818,0.021588879397375166,0.03020889958841345,0.03875126193989283,0.08317154616758561,0.04682767725401879,0.11120602624834977,0.0693484507261008
44387,1.0,0.0,0.0,1.0,6208.0,1729.0,7.0,427.0,278.0,570.0,114.0,840.0,1013.0,660.0,432.0,754.0,0.150248509849498,28,0,10.0,12,0,0.0,12271.0,0.5059082389373319,0.14090131203650885,0.03479749001711352,0.022655040339010675,0.04645098199005786,0.009290196398011572,0.06845407872219053,0.0825523592209274,0.053785347567435415,0.03520495477141227
21865,0.0,0.0,0.0,1.0,5346.0,4220.0,10.0,329.0,468.0,353.0,950.0,548.0,1032.0,963.0,1493.0,974.0,0.3090358286190658,26,1,8.0,20,0,6.0,15702.0,0.3404661826518915,0.2687555725385301,0.020952744873264553,0.02980512036683225,0.022481212584384156,0.06050184689848427,0.03490001273723092,0.06572411157814291,0.061329766908674054,0.09508342886256528
11625,0.0,0.0,0.0,1.0,7692.0,3046.0,7.0,395.0,204.0,486.0,604.0,1521.0,226.0,836.0,1292.0,381.0,0.2663839191536792,29,1,6.0,20,1,3.0,16302.0,0.47184394552815606,0.18684823947981843,0.024230155809103177,0.012513801987486198,0.02981229297018771,0.037050668629616,0.09330143540669857,0.013863329652803336,0.05128205128205128,0.07925407925407925
47479,0.0,0.0,0.0,2.0,6785.0,5345.0,10.0,,336.0,469.0,1047.0,901.0,207.0,822.0,840.0,369.0,0.2790355253960447,31,0,10.0,12,1,0.0,16752.0,0.40502626552053483,0.31906638013371535,,0.02005730659025788,0.02799665711556829,0.0625,0.053784622731614135,0.0123567335243553,0.049068767908309455,0.050143266475644696
10399,0.0,0.0,0.0,1.0,6905.0,5320.0,18.0,178.0,305.0,475.0,898.0,877.0,1232.0,1066.0,785.0,343.0,0.1798013790539822,28,1,5.0,20,0,0.0,18041.0,0.3827393160024389,0.29488387561665097,0.00986641538717366,0.01690593647802228,0.026328917465772407,0.04977551133529184,0.048611496036805056,0.06828889751122444,0.059087633723186074,0.0435120004434344
24233,0.0,0.0,0.0,1.0,7134.0,4203.0,16.0,171.0,410.0,587.0,768.0,915.0,1051.0,1483.0,111.0,1041.0,0.2630206922321739,33,1,7.0,17,0,2.0,16833.0,0.42381037248262343,0.24968811263589377,0.010158617002316878,0.02435691795877146,0.03487197766292402,0.04562466583496703,0.054357512029941185,0.062436879938216595,0.08810075447038555,0.006594189983960079
16069,0.0,0.0,0.0,1.0,6297.0,5081.0,13.0,293.0,163.0,509.0,640.0,748.0,274.0,295.0,1575.0,184.0,0.0177804101313377,32,1,10.0,17,0,4.0,15875.0,0.39666141732283466,0.32006299212598427,0.018456692913385826,0.01026771653543307,0.03206299212598425,0.04031496062992126,0.04711811023622047,0.01725984251968504,0.01858267716535433,0.09921259842519685
38492,0.0,0.0,0.0,1.0,5500.0,3534.0,17.0,303.0,165.0,528.0,1167.0,887.0,1035.0,919.0,512.0,162.0,0.3537111122123149,32,0,8.0,12,0,1.0,14550.0,0.37800687285223367,0.24288659793814432,0.02082474226804124,0.01134020618556701,0.03628865979381443,0.08020618556701031,0.06096219931271478,0.0711340206185567,0.06316151202749141,0.035189003436426114
